id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	bigg id	kegg id	kegg pathways	metacyc pathways
CKDOAS_c0	>	Cytosol_0	Unknown	CustomReaction_c0				(1)  ckdo_c0[c0] + (1)  cpd00003[c0] + (1)  cpd00023[c0] => (1)  ckdo8n_c0[c0] + (1)  cpd00004[c0] + (1)  cpd00024[c0] + (1)  cpd00067[c0]	(1)  ckdo_c0[c0] + (1)  NAD_c0[c0] + (1)  L-Glutamate_c0[c0] => (1)  ckdo8n_c0[c0] + (1)  NADH_c0[c0] + (1)  2-Oxoglutarate_c0[c0] + (1)  H+_c0[c0]				
CLAT_c0	=	Cytosol_0	SO_4299	Acetyl-CoA:chloramphenicol O3-acetyltransferase_c0	2.3.1.28	-3.61		(1)  cpd00022[c0] + (1)  cpd00680[c0] <=> (1)  cpd00010[c0] + (1)  cpd02267[c0]	(1)  Acetyl-CoA_c0[c0] + (1)  Chloramphenicol_c0[c0] <=> (1)  CoA_c0[c0] + (1)  Chloramphenicol 3-acetate_c0[c0]	CLAT	R03065		
CLT_c0	=	Cytosol_0	SO_1302	CustomReaction_c0				(1)  cl_e0[e0] <=> (1)  cl_c0[c0]	(1)  cl_e0[e0] <=> (1)  cl_c0[c0]				
CMLDC_c0	>	Cytosol_0	SO_0083	CustomReaction_c0				(1)  2c25dho_c0[c0] + (1)  cpd00067[c0] => (1)  5odhf2a_c0[c0] + (1)  cpd00011[c0]	(1)  2c25dho_c0[c0] + (1)  H+_c0[c0] => (1)  5odhf2a_c0[c0] + (1)  CO2_c0[c0]				
CO2T_c0	=	Cytosol_0	Unknown	CO2 transporter via diffusion_c0		0		(1)  cpd00011[e0] <=> (1)  cpd00011[c0]	(1)  CO2_e0[e0] <=> (1)  CO2_c0[c0]	CO2t			
COBALTT3_c0	>	Cytosol_0	SO_1178	cobalt (Co+2) transport out via proton antiport (periplasm)_c0		0		(1)  cpd00067[e0] + (1)  cpd00149[c0] => (1)  cpd00067[c0] + (1)  cpd00149[e0]	(1)  H+_e0[e0] + (1)  Co2+_c0[c0] => (1)  H+_c0[c0] + (1)  Co2+_e0[e0]	COBALTt			
COBALTT5_c0	=	Cytosol_0	(SO_1145 or SO_3984 or SO_1941 or SO_3966 or SO_1565)	cobalt (Co+2) transport via diffusion (extracellular to periplasm)_c0		0		(1)  cpd00149[c0] <=> (1)  cpd00149[e0]	(1)  Co2+_c0[c0] <=> (1)  Co2+_e0[e0]	COBALTt5			
COBPS_c0	>	Cytosol_0	SO_1036	CustomReaction_c0				(1)  adgcoba_c0[c0] + (1)  rdmbzi_c0[c0] => (1)  cobamcoa_c0[c0] + (1)  cpd00067[c0] + (1)  cpd00126[c0]	(1)  adgcoba_c0[c0] + (1)  rdmbzi_c0[c0] => (1)  cobamcoa_c0[c0] + (1)  H+_c0[c0] + (1)  GMP_c0[c0]				
CONFALDD_c0	>	Cytosol_0	SO_3683	CustomReaction_c0				(1)  confald_c0[c0] + (1)  cpd00001[c0] + (1)  cpd00003[c0] => (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd01059[c0]	(1)  confald_c0[c0] + (1)  H2O_c0[c0] + (1)  NAD_c0[c0] => (1)  NADH_c0[c0] + (2)  H+_c0[c0] + (1)  Ferulate_c0[c0]				
CPPPGO_c0	>	Cytosol_0	SO_0038	Coproporphyrinogen:oxygen oxidoreductase(decarboxylating)_c0		-93.33		(1)  cpd00007[c0] + (2)  cpd00067[c0] + (1)  cpd02083[c0] => (2)  cpd00001[c0] + (2)  cpd00011[c0] + (1)  cpd00791[c0]	(1)  O2_c0[c0] + (2)  H+_c0[c0] + (1)  CoproporphyrinogenIII_c0[c0] => (2)  H2O_c0[c0] + (2)  CO2_c0[c0] + (1)  ProtoporphyrinogenIX_c0[c0]	CPPPGO	R03220	Porphyrin and chlorophyll metabolism	Biosynthesis|CHLOROPHYLL-SYN|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Chlorophyllide-a-Biosynthesis|Cofactor-Biosynthesis|HEME-BIOSYNTHESIS-II|HEME-SYN|PWY0-1415|Porphyrin-Compounds-Biosynthesis
CPPPGOAN_c0	>	Cytosol_0	(SO_4730 or SO_4520)	CustomReaction_c0				(2)  cpd00005[c0] + (2)  cpd00017[c0] + (1)  cpd02083[c0] + (2)  fdxo42_c0[c0] => (2)  cpd00006[c0] + (2)  cpd00011[c0] + (2)  cpd00060[c0] + (2)  cpd00067[c0] + (1)  cpd00791[c0] + (2)  cpd03091[c0] + (2)  fdxr42_c0[c0]	(2)  NADPH_c0[c0] + (2)  S-Adenosyl-L-methionine_c0[c0] + (1)  CoproporphyrinogenIII_c0[c0] + (2)  fdxo42_c0[c0] => (2)  NADP_c0[c0] + (2)  CO2_c0[c0] + (2)  L-Methionine_c0[c0] + (2)  H+_c0[c0] + (1)  ProtoporphyrinogenIX_c0[c0] + (2)  5'-Deoxyadenosine_c0[c0] + (2)  fdxr42_c0[c0]				
CRMR_c0	>	Cytosol_0	((SO_4591 and SO_3980) or (SO_1777 and SO_1778))	CustomReaction_c0				(2)  cpd00067[e0] + (1.5)  cpd11451[c0] + (1)  cpd11595[e0] => (1)  cpd00001[e0] + (1.5)  cpd11606[c0] + (1)  croh3_e0[e0]	(2)  H+_e0[e0] + (1.5)  mql7_c0[c0] + (1)  chromate_e0[e0] => (1)  H2O_e0[e0] + (1.5)  Menaquinone 7_c0[c0] + (1)  croh3_e0[e0]				
CRMR2_c0	>	Cytosol_0	((SO_4591 and SO_3980) or (SO_1777 and SO_1778))	CustomReaction_c0				(2)  cpd00067[e0] + (1)  cpd11595[e0] + (1.5)  cpd17026[c0] => (1)  cpd00001[e0] + (1.5)  cpd17027[c0] + (1)  croh3_e0[e0]	(2)  H+_e0[e0] + (1)  chromate_e0[e0] + (1.5)  methymenaquinol 7_c0[c0] => (1)  H2O_e0[e0] + (1.5)  methylmenaquinone 7_c0[c0] + (1)  croh3_e0[e0]				
CRMR3_c0	>	Cytosol_0	Unknown	CustomReaction_c0				(1.5)  cpd00004[c0] + (3.5)  cpd00067[e0] + (1)  cpd11595[e0] => (1)  cpd00001[e0] + (1.5)  cpd00003[c0] + (1)  croh3_e0[e0]	(1.5)  NADH_c0[c0] + (3.5)  H+_e0[e0] + (1)  chromate_e0[e0] => (1)  H2O_e0[e0] + (1.5)  NAD_c0[c0] + (1)  croh3_e0[e0]				
CRO4T6_c0	=	Cytosol_0	SO_0986	chromate transp or t in/out via proton symp or t_c0		0		(1)  cpd00067[e0] + (1)  cpd11595[e0] <=> (1)  cpd00067[c0] + (1)  cpd11595[c0]	(1)  H+_e0[e0] + (1)  chromate_e0[e0] <=> (1)  H+_c0[c0] + (1)  chromate_c0[c0]	CRO4t6			
CS_c0	<	Cytosol_0	SO_1926	acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)_c0	2.3.3.3|4.1.3.7	8.93		(1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd00137[c0] <= (1)  cpd00001[c0] + (1)  cpd00022[c0] + (1)  cpd00032[c0]	(1)  CoA_c0[c0] + (1)  H+_c0[c0] + (1)  Citrate_c0[c0] <= (1)  H2O_c0[c0] + (1)  Acetyl-CoA_c0[c0] + (1)  Oxaloacetate_c0[c0]	CIT2	R00351	Citrate cycle (TCA cycle)|Glyoxylate and dicarboxylate metabolism	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Amino-Acid-Biosynthesis|Biosynthesis|Carbohydrates-Biosynthesis|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GLUTAMINE-SYN|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXYLATE-BYPASS|IND-AMINO-ACID-SYN|P105-PWY|REDCITCYC|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
CSND_c0	>	Cytosol_0	SO_1397	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00307[c0] => (1)  cpd00092[c0] + (1)  nh4_c0[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  Cytosine_c0[c0] => (1)  Uracil_c0[c0] + (1)  nh4_c0[c0]				
CTPS2_c0	>	Cytosol_0	SO_3441	UTP:L-glutamine amido-ligase (ADP-forming)_c0		-6.4		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00053[c0] + (1)  cpd00062[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00023[c0] + (1)  cpd00052[c0] + (2)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Glutamine_c0[c0] + (1)  UTP_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  CTP_c0[c0] + (2)  H+_c0[c0]	CTPS2	R00573	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
CUT1_c0	>	Cytosol_0	SO_1689	Copper-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00058[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00058[e0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Cu2+_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  Cu2+_e0[e0] + (1)  H+_c0[c0]	Cut1			
CYCPOE_c0	>	Cytosol_0	SO_2178	CustomReaction_c0				(1)  cpd00025[e0] + (2)  cpd00067[e0] + (2)  focytcc_c0[c0] => (2)  cpd00001[e0] + (2)  ficytcc_c0[c0]	(1)  H2O2_e0[e0] + (2)  H+_e0[e0] + (2)  focytcc_c0[c0] => (2)  H2O_e0[e0] + (2)  ficytcc_c0[c0]				
CYOO2_c0	>	Cytosol_0	((SO_2361 and SO_2362 and SO_2363 and SO_2364) or (SO_4606 and SO_4607 and SO_4609))	CustomReaction_c0				(0.5)  cpd00007[c0] + (4)  cpd00067[c0] + (2)  focytcc_c0[c0] => (1)  cpd00001[c0] + (2)  cpd00067[e0] + (2)  ficytcc_c0[c0]	(0.5)  O2_c0[c0] + (4)  H+_c0[c0] + (2)  focytcc_c0[c0] => (1)  H2O_c0[c0] + (2)  H+_e0[e0] + (2)  ficytcc_c0[c0]				
CYOR7_c0	>	Cytosol_0	(SO_0608 and SO_0609 and SO_0610)	CustomReaction_c0				(2)  cpd00067[c0] + (1)  cpd15561[c0] + (2)  ficytcc_c0[c0] => (4)  cpd00067[e0] + (1)  cpd15560[c0] + (2)  focytcc_c0[c0]	(2)  H+_c0[c0] + (1)  Ubiquinol-8_c0[c0] + (2)  ficytcc_c0[c0] => (4)  H+_e0[e0] + (1)  Ubiquinone-8_c0[c0] + (2)  focytcc_c0[c0]				
CYSS_c0	>	Cytosol_0	(SO_2903 or SO_3598)	O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase_c0		-3.42		(1)  cpd00239[c0] + (1)  cpd00722[c0] => (1)  cpd00029[c0] + (1)  cpd00084[c0]	(1)  H2S_c0[c0] + (1)  O-Acetyl-L-serine_c0[c0] => (1)  Acetate_c0[c0] + (1)  L-Cysteine_c0[c0]	CYSS	R00897	Cysteine and methionine metabolism|Sulfur metabolism	Amino-Acid-Biosynthesis|Biosynthesis|CYSTEINE-SYN|CYSTSYN-PWY|IND-AMINO-ACID-SYN|SULFATE-CYS-PWY
CYST2_c0	>	Cytosol_0	Unknown	TRANS-RXNBWI-115637.ce.maizeexp.CYS_c0		0		(1)  cpd00067[e0] + (1)  cpd00084[e0] => (1)  cpd00067[c0] + (1)  cpd00084[c0]	(1)  H+_e0[e0] + (1)  L-Cysteine_e0[e0] => (1)  H+_c0[c0] + (1)  L-Cysteine_c0[c0]	BAP2_1			
CYSTL_c0	>	Cytosol_0	SO_2191	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cysthl_c0[c0] => (1)  cpd00020[c0] + (1)  hcysl_c0[c0] + (1)  nh4_c0[c0]	(1)  H2O_c0[c0] + (1)  cysthl_c0[c0] => (1)  Pyruvate_c0[c0] + (1)  hcysl_c0[c0] + (1)  nh4_c0[c0]				
CYSTRS_c0	>	Cytosol_0	SO_1791	L-Cysteine:tRNA(Cys) ligase (AMP-forming)_c0				(1)  cpd00002[c0] + (1)  cpd00084[c0] + (1)  cpd11910[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd12255[c0]	(1)  ATP_c0[c0] + (1)  L-Cysteine_c0[c0] + (1)  tRNA(Cys) _c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  L-Cysteinyl-tRNA(Cys) _c0[c0]	CYSTRS	R03650	Aminoacyl-tRNA biosynthesis	
CYTBD_c0	>	Cytosol_0	(SO_3285 and SO_3286)	cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm)_c0		-36.95		(0.5)  cpd00007[c0] + (2)  cpd00067[c0] + (1)  cpd15561[c0] => (1)  cpd00001[c0] + (2)  cpd00067[e0] + (1)  cpd15560[c0]	(0.5)  O2_c0[c0] + (2)  H+_c0[c0] + (1)  Ubiquinol-8_c0[c0] => (1)  H2O_c0[c0] + (2)  H+_e0[e0] + (1)  Ubiquinone-8_c0[c0]	CYTBD			
CYTD_c0	>	Cytosol_0	SO_2791	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00367[c0] => (1)  cpd00249[c0] + (1)  nh4_c0[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  Cytidine_c0[c0] => (1)  Uridine_c0[c0] + (1)  nh4_c0[c0]				
CYTDK1_c0	>	Cytosol_0	SO_2617	ATP:cytidine 5'-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00367[c0] => (1)  cpd00008[c0] + (1)  cpd00046[c0] + (1)  cpd00067[c0]	(1)  ATP_c0[c0] + (1)  Cytidine_c0[c0] => (1)  ADP_c0[c0] + (1)  CMP_c0[c0] + (1)  H+_c0[c0]	CYTDK1	R00513	Pyrimidine metabolism	Biosynthesis|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PUR-NUC-SYN|PYR-NUC-SYN|Purine-Nucleotides-Salvage
CYTDK2_c0	>	Cytosol_0	SO_2617	GTP:cytidine 5'-phosphotransferase_c0		-14.03		(1)  cpd00038[c0] + (1)  cpd00367[c0] => (1)  cpd00031[c0] + (1)  cpd00046[c0] + (1)  cpd00067[c0]	(1)  GTP_c0[c0] + (1)  Cytidine_c0[c0] => (1)  GDP_c0[c0] + (1)  CMP_c0[c0] + (1)  H+_c0[c0]	CYTDK2	R00517	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PWY0-163|PYR-NUC-SYN|Pyrimidine-Nucleotide-Salvage
CYTDK3_c0	>	Cytosol_0	SO_2617	ITP:cytidine 5'-phosphotransferase_c0		-14.03		(1)  cpd00068[c0] + (1)  cpd00367[c0] => (1)  cpd00046[c0] + (1)  cpd00067[c0] + (1)  cpd00090[c0]	(1)  ITP_c0[c0] + (1)  Cytidine_c0[c0] => (1)  CMP_c0[c0] + (1)  H+_c0[c0] + (1)  IDP_c0[c0]	CYTDK3	R00962	Pyrimidine metabolism	
CYTDT2_c0	>	Cytosol_0	(SO_1214 or SO_4296 or SO_3706 or SO_0093)	Transport of cytidine, extracellular_c0		0		(1)  cpd00067[e0] + (1)  cpd00367[e0] => (1)  cpd00067[c0] + (1)  cpd00367[c0]	(1)  H+_e0[e0] + (1)  Cytidine_e0[e0] => (1)  H+_c0[c0] + (1)  Cytidine_c0[c0]	CYTDt2			
CYTK1_c0	=	Cytosol_0	SO_2403	ATP:CMP phosphotransferase_c0		9.53		(1)  cpd00002[c0] + (1)  cpd00046[c0] <=> (1)  cpd00008[c0] + (1)  cpd00096[c0]	(1)  ATP_c0[c0] + (1)  CMP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  CDP_c0[c0]	CYTK1	R00512	Pyrimidine metabolism	Biosynthesis|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PRPP-PWY|PUR-NUC-SYN|PWY0-162|PWY0-163|PYR-NUC-SYN|Purine-Nucleotides-Salvage|Pyrimidine-De-Novo-Biosyn|Pyrimidine-Nucleotide-Salvage
CYTK2_c0	=	Cytosol_0	SO_2403	ATP:dCMP phosphotransferase_c0		9.53		(1)  cpd00002[c0] + (1)  cpd00206[c0] <=> (1)  cpd00008[c0] + (1)  cpd00533[c0]	(1)  ATP_c0[c0] + (1)  dCMP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  dCDP_c0[c0]	CYTK2	R01665	Pyrimidine metabolism	
D-LACT2_c0	=	Cytosol_0	(SO_0827 or SO_1522)	D-lactate transport via proton symport (periplasm)_c0		0		(1)  cpd00067[e0] + (1)  cpd00221[e0] <=> (1)  cpd00067[c0] + (1)  cpd00221[c0]	(1)  H+_e0[e0] + (1)  D-Lactate_e0[e0] <=> (1)  H+_c0[c0] + (1)  D-Lactate_c0[c0]	D-LACt2			
DADA_c0	>	Cytosol_0	SO_4731	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00438[c0] => (1)  cpd03279[c0] + (1)  nh4_c0[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  Deoxyadenosine_c0[c0] => (1)  Deoxyinosine_c0[c0] + (1)  nh4_c0[c0]				
DADK_c0	=	Cytosol_0	SO_2018	ATP:dAMP phosphotransferase_c0	2.7.4.11	9.53		(1)  cpd00002[c0] + (1)  cpd00294[c0] <=> (1)  cpd00008[c0] + (1)  cpd00177[c0]	(1)  ATP_c0[c0] + (1)  dAMP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  dADP_c0[c0]	DADK	R01547	Purine metabolism	
DADNT2_c0	>	Cytosol_0	(SO_1214 or SO_4296 or SO_3706 or SO_0093)	Transport of deoxyadenosine, extracellular_c0		0		(1)  cpd00067[e0] + (1)  cpd00438[e0] => (1)  cpd00067[c0] + (1)  cpd00438[c0]	(1)  H+_e0[e0] + (1)  Deoxyadenosine_e0[e0] => (1)  H+_c0[c0] + (1)  Deoxyadenosine_c0[c0]	DADNt2			
DAGK_c0	>	Cytosol_0	SO_2203	CustomReaction_c0				(1)  12dgr_c0[c0] + (1)  cpd00002[c0] => (1)  12dag3p_c0[c0] + (1)  cpd00008[c0] + (1)  cpd00067[c0]	(1)  12dgr_c0[c0] + (1)  ATP_c0[c0] => (1)  12dag3p_c0[c0] + (1)  ADP_c0[c0] + (1)  H+_c0[c0]				
DAHPS_c0	>	Cytosol_0	(SO_1361 or SO_0756 or SO_2646 or SO_1367)	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00061[c0] + (1)  cpd00236[c0] => (1)  2dda7p_c0[c0] + (1)  cpd00009[c0]	(1)  H2O_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0] + (1)  D-Erythrose4-phosphate_c0[c0] => (1)  2dda7p_c0[c0] + (1)  Phosphate_c0[c0]				
DAPDC_c0	>	Cytosol_0	SO_4309	CustomReaction_c0				(1)  26dapm_c0[c0] + (1)  cpd00067[c0] => (1)  cpd00011[c0] + (1)  cpd00039[c0]	(1)  26dapm_c0[c0] + (1)  H+_c0[c0] => (1)  CO2_c0[c0] + (1)  L-Lysine_c0[c0]				
DAPE_c0	=	Cytosol_0	SO_4308	CustomReaction_c0				(1)  26dapll_c0[c0] <=> (1)  26dapm_c0[c0]	(1)  26dapll_c0[c0] <=> (1)  26dapm_c0[c0]				
DASYN_c0	=	Cytosol_0	SO_1634	CustomReaction_c0				(1)  12dag3p_c0[c0] + (1)  cpd00052[c0] + (1)  cpd00067[c0] <=> (1)  cdpdag_c0[c0] + (1)  cpd00012[c0]	(1)  12dag3p_c0[c0] + (1)  CTP_c0[c0] + (1)  H+_c0[c0] <=> (1)  cdpdag_c0[c0] + (1)  PPi_c0[c0]				
DB4PS_c0	>	Cytosol_0	(SO_3467 or SO_0142)	D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)_c0	4.1.99.12	-20.78		(1)  cpd00171[c0] => (1)  cpd00047[c0] + (1)  cpd00067[c0] + (1)  cpd11225[c0]	(1)  D-Ribulose5-phosphate_c0[c0] => (1)  Formate_c0[c0] + (1)  H+_c0[c0] + (1)  3-4-dihydroxy-2-butanone4-phosphate_c0[c0]	DB4PS	R07281	Riboflavin metabolism	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis
DBTSR_c0	=	Cytosol_0	SO_2737	7,8-Diaminononanoate:carbon-dioxide cyclo-ligase_c0	6.3.3.3	-24.62		(1)  cpd00002[c0] + (1)  cpd00011[c0] + (1)  cpd00764[c0] <=> (1)  cpd00008[c0] + (1)  cpd00009[c0] + (3)  cpd00067[c0] + (1)  cpd01311[c0]	(1)  ATP_c0[c0] + (1)  CO2_c0[c0] + (1)  7-8-Diaminononanoate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (3)  H+_c0[c0] + (1)  Dethiobiotin_c0[c0]	BIO4	R03182	Biotin metabolism	BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY0-1507|Vitamin-Biosynthesis
DCTPD_c0	>	Cytosol_0	SO_2616	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00356[c0] => (1)  cpd00358[c0] + (1)  nh4_c0[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  dCTP_c0[c0] => (1)  dUTP_c0[c0] + (1)  nh4_c0[c0]				
DCYTD_c0	>	Cytosol_0	SO_2791	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00654[c0] => (1)  cpd00412[c0] + (1)  nh4_c0[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  Deoxycytidine_c0[c0] => (1)  Deoxyuridine_c0[c0] + (1)  nh4_c0[c0]				
DCYTT2_c0	>	Cytosol_0	(SO_1214 or SO_4296 or SO_3706 or SO_0093)	Transport of deoxycytidine, extracellular_c0		0		(1)  cpd00067[e0] + (1)  cpd00654[e0] => (1)  cpd00067[c0] + (1)  cpd00654[c0]	(1)  H+_e0[e0] + (1)  Deoxycytidine_e0[e0] => (1)  H+_c0[c0] + (1)  Deoxycytidine_c0[c0]	DCYTt2			
DGK1_c0	=	Cytosol_0	SO_0361	ATP:dGMP phosphotransferase_c0		9.53		(1)  cpd00002[c0] + (1)  cpd00296[c0] <=> (1)  cpd00008[c0] + (1)  cpd00295[c0]	(1)  ATP_c0[c0] + (1)  dGMP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  dGDP_c0[c0]	DGK1	R02090	Purine metabolism	
DGSNT2_c0	>	Cytosol_0	Unknown	deoxyguanosine transport in via proton symport (periplasm)_c0		0		(1)  cpd00067[e0] + (1)  cpd00277[e0] => (1)  cpd00067[c0] + (1)  cpd00277[c0]	(1)  H+_e0[e0] + (1)  Deoxyguanosine_e0[e0] => (1)  H+_c0[c0] + (1)  Deoxyguanosine_c0[c0]	DGSNt2			
DGTPH_c0	>	Cytosol_0	SO_2485	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00241[c0] => (1)  cpd00277[c0] + (1)  pppi_c0[c0]	(1)  H2O_c0[c0] + (1)  dGTP_c0[c0] => (1)  Deoxyguanosine_c0[c0] + (1)  pppi_c0[c0]				
DHAD1_c0	>	Cytosol_0	SO_4345	CustomReaction_c0				(1)  23dhmb_c0[c0] => (1)  cpd00001[c0] + (1)  cpd00123[c0]	(1)  23dhmb_c0[c0] => (1)  H2O_c0[c0] + (1)  3-Methyl-2-oxobutanoate_c0[c0]				
DHAD2_c0	>	Cytosol_0	SO_4345	CustomReaction_c0				(1)  23dhmp_c0[c0] => (1)  cpd00001[c0] + (1)  cpd00508[c0]	(1)  23dhmp_c0[c0] => (1)  H2O_c0[c0] + (1)  3MOP_c0[c0]				
DHDPRY_c0	>	Cytosol_0	SO_1140	CustomReaction_c0				(1)  23dhdp_c0[c0] + (1)  cpd00005[c0] + (1)  cpd00067[c0] => (1)  cpd00006[c0] + (1)  thdp_c0[c0]	(1)  23dhdp_c0[c0] + (1)  NADPH_c0[c0] + (1)  H+_c0[c0] => (1)  NADP_c0[c0] + (1)  thdp_c0[c0]				
DHDPS_c0	>	Cytosol_0	SO_1879	CustomReaction_c0				(1)  cpd00020[c0] + (1)  cpd00346[c0] => (1)  23dhdp_c0[c0] + (2)  cpd00001[c0] + (1)  cpd00067[c0]	(1)  Pyruvate_c0[c0] + (1)  L-Aspartate4-semialdehyde_c0[c0] => (1)  23dhdp_c0[c0] + (2)  H2O_c0[c0] + (1)  H+_c0[c0]				
DHFR_c0	=	Cytosol_0	SO_3646	CustomReaction_c0				(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  dhf_c0[c0] <=> (1)  cpd00006[c0] + (1)  thf_c0[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  dhf_c0[c0] <=> (1)  NADP_c0[c0] + (1)  thf_c0[c0]				
DHFS_c0	>	Cytosol_0	SO_3067	CustomReaction_c0				(1)  cpd00002[c0] + (1)  cpd00023[c0] + (1)  cpd00683[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  dhf_c0[c0]	(1)  ATP_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  Dihydropteroate_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  dhf_c0[c0]				
DHNAOT7_c0	>	Cytosol_0	SO_1910	1,4-dihydroxy-2-naphthoate octaprenyltransferase_c0		-184.61		(1)  cpd00003[c0] + (1)  cpd02295[c0] + (1)  cpd02590[c0] => (1)  cpd00004[c0] + (1)  cpd00011[c0] + (1)  cpd00012[c0] + (1)  cpd11425[c0]	(1)  NAD_c0[c0] + (1)  1-4-Dihydroxy-2-naphthoate_c0[c0] + (1)  all-trans-Heptaprenyl diphosphate_c0[c0] => (1)  NADH_c0[c0] + (1)  CO2_c0[c0] + (1)  PPi_c0[c0] + (1)  2dmmq7_c0[c0]	DHNAOT7			
DHNPA_c0	>	Cytosol_0	SO_1291	CustomReaction_c0				(1)  dhnpt_c0[c0] => (1)  2ahhmp_c0[c0] + (1)  cpd00229[c0]	(1)  dhnpt_c0[c0] => (1)  2ahhmp_c0[c0] + (1)  Glycolaldehyde_c0[c0]				
DHORD2_c0	>	Cytosol_0	SO_2592	(S)-dihydroorotate:quinone oxidoreductase_c0		-12.66		(1)  cpd00282[c0] + (1)  cpd15560[c0] => (1)  cpd00247[c0] + (1)  cpd15561[c0]	(1)  S-Dihydroorotate_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  Orotate_c0[c0] + (1)  Ubiquinol-8_c0[c0]	DH or D2			Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
DHORD4I_c0	>	Cytosol_0	SO_2592	dihydro or otate dehydrogenase_c0		-16.75		(1)  cpd00282[c0] + (1)  cpd11606[c0] => (1)  cpd00247[c0] + (1)  cpd11451[c0]	(1)  S-Dihydroorotate_c0[c0] + (1)  Menaquinone 7_c0[c0] => (1)  Orotate_c0[c0] + (1)  mql7_c0[c0]	DH or D4i			
